STORE,LATITUDE,LONGITUDE,NEIGHBOR ID,NEIGHBOR STORE,NEIGHBOR LATITUDE,NEIGHBOR LONGITUDE,DISTANCE,COUNTS,id,business_id,name,address,postal_code,attributes,stars,categories
Lee House,53.51545333862305,-113.49809265136719,33557,The Keg Steakhouse + Bar,53.537468,-113.61611,[434.  387.9  82.2   0.   85.9],15,33557,7lYEpGuGKqh69ik7_ZKbpQ,The Keg Steakhouse + Bar,9960 170 St Nw,T5T 5L5,"{""RestaurantsAttire"":""u'dressy'"",""RestaurantsPriceRange2"":""3"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""GoodForKids"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""HappyHour"":""True"",""OutdoorSeating"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""GoodForMeal"":""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"",""Music"":""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"",""WiFi"":""u'no'"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}"",""HasTV"":""True"",""BikeParking"":""False""}",4.5,"Nightlife, Steakhouses, Bars, Restaurants, Seafood"
Lee House,53.51545333862305,-113.49809265136719,32951,Kathir Food Experience,53.46686,-113.475,[267.  223.6 114.3 407.4  26.7   0. ],15,32951,yL1Y7rCeeMDnWeoAxOJ_1Q,Kathir Food Experience,9318 34 Avenue  NW,T6E 5X8,"{""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForKids"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""WiFi"":""'no'"",""RestaurantsAttire"":""u'casual'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""True"",""BikeParking"":""True"",""Alcohol"":""'beer_and_wine'"",""Caters"":""True""}",2.5,"Restaurants, Indian, Food"
Lee House,53.51545333862305,-113.49809265136719,9206,Edo Japan,53.523018,-113.619675,[  0.  251.9 251.4],15,9206,DkVJN6fTmUM9XxVP0Sp_tA,Edo Japan,8882 - 170 Street,T5T 4J2,"{""WiFi"":""u'no'"",""NoiseLevel"":""u'very_loud'"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""Caters"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""BikeParking"":""True""}",3.0,"Restaurants, Japanese"
Lee House,53.51545333862305,-113.49809265136719,56655,A&W,53.541237,-113.416534,[  0.  257.1],15,56655,nirGUDMerC3EIrkCxf9JkQ,A&W,4940 101 Avenue NW,T6A 3Y1,"{""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3.0,"Burgers, Restaurants, Fast Food"
Lee House,53.51545333862305,-113.49809265136719,109070,Farrow Sandwiches & Coffee,53.520638,-113.51234,"[488.6 418.6 406.8 253.7 453.2 158.3   0.  408.9 169.9 163.  208.4 190.4
 421.9 248.5 348.4 398.7 372.9 457.3 483.8]",15,109070,qIXKDEIC4jURpJYDUZtyew,Farrow Sandwiches & Coffee,8422 109 Street,T6G 1E2,"{""Alcohol"":""'none'"",""Ambience"":""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""False"",""OutdoorSeating"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTableService"":""False"",""GoodForKids"":""False"",""BikeParking"":""True"",""WiFi"":""u'no'"",""NoiseLevel"":""u'average'"",""Corkage"":""False"",""HasTV"":""False"",""DogsAllowed"":""True"",""Caters"":""True"",""BYOB"":""False"",""WheelchairAccessible"":""False""}",4.5,"Breakfast & Brunch, Cafes, Coffee & Tea, Sandwiches, Restaurants, Food"
Lee House,53.51545333862305,-113.49809265136719,19139,Freshii,53.478565,-113.37081,[0.],15,19139,t-lXYyxJKSlbP9l_6mqHjw,Freshii,3924 17th St NW,T6T 0C2,"{""RestaurantsTakeOut"":""True"",""HasTV"":""False"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""True"",""HappyHour"":""False"",""Caters"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""False"",""RestaurantsTableService"":""False"",""BikeParking"":""True"",""WheelchairAccessible"":""True"",""Alcohol"":""u'none'""}",4.5,"Caterers, Soup, Specialty Food, Health Markets, Breakfast & Brunch, Food, Event Planning & Services, Salad, Vegetarian, Restaurants, Juice Bars & Smoothies, Fast Food"
Lee House,53.51545333862305,-113.49809265136719,84793,Earls Kitchen + Bar,53.479263,-113.496414,"[201.3 183.4 305.6 168.5 400.6 426.6 476.9 227.4 250.4   0.  230.4 384.3
 184.3 460.7 303.4 127.2 383.4  51.8  16.1 382.9 412.4 406.8 323.3 422.2
 184.6 139.8 140.2 367.5 451.4 480.2 394.2]",15,84793,6kbmVj3A5AyVF0w0fLurlQ,Earls Kitchen + Bar,4250 Calgary Trail Southbound,T6J 6Y8,"{""RestaurantsReservations"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""HasTV"":""True"",""HappyHour"":""True"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""u'casual'"",""WheelchairAccessible"":""True"",""Caters"":""False"",""Alcohol"":""u'full_bar'"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True"",""Smoking"":""u'no'"",""Ambience"":""{u'hipster': None, u'casual': None, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': True, u'upscale': True}"",""Music"":""{u'dj': None, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"",""BusinessParking"":""{'garage': None, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""'average'""}",3.5,"Bars, Cocktail Bars, Comfort Food, American (New), Canadian (New), Nightlife, Restaurants"
Lee House,53.51545333862305,-113.49809265136719,4507,Panda Hut Express,53.45333,-113.50851,"[402.6 418.1 391.  313.6 430.  459.8 122.1 175.3 257.3 490.  391.8 400.1
   0.  125.6 375.7   6.  369.3 290.9 265.4 261.7]",15,4507,ddibKJk-XuUhom1uI754WA,Panda Hut Express,10879 23 Avenue NW,T6J 7B5,"{""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""WiFi"":""'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}",3.0,"Restaurants, Chinese"
Lee House,53.51545333862305,-113.49809265136719,53767,Subway,53.45349,-113.50931,[390.1 318.1 254.5 464.6 275.3  52.5   0.  190.8 203.6 104.6],15,53767,pBKO-eMXA7x1zOqyYEPMVg,Subway,"Heritage Links, 101, 10903 23rd Ave",T6J 1X3,"{""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""False"",""RestaurantsAttire"":""'casual'"",""BikeParking"":""False"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True""}",2.5,"Restaurants, Sandwiches, Fast Food"
Lee House,53.51545333862305,-113.49809265136719,72038,ABC Country Restaurant,53.602142,-113.541985,[  0.   21.5 342.2  69.3 262.1 190.1  77.9 312.5 357.7 491.1],15,72038,SbAci1Am4rw6VeY4K7ifGg,ABC Country Restaurant,12707 140 Avenue NW,T6V 1G5,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'no'"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""False"",""RestaurantsDelivery"":""False""}",2.0,"Restaurants, American (New), Canadian (New)"
Booster Juice,53.54352951049805,-113.49243927001953,71835,Jollibee,53.561985,-113.50646,[0.],24,71835,OHBWV-aG8_XfSJfAWwS0QQ,Jollibee,"1 Kingsway Garden Mall NW, Unit 2003",T5G 3A6,"{""DriveThru"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True""}",3.5,"Restaurants, Chicken Shop, Filipino, Fast Food"
