STORE ID,STORE,LATITUDE,LONGITUDE,NEIGHBOR ID,NEIGHBOR STORE,NEIGHBOR LATITUDE,NEIGHBOR LONGITUDE,DISTANCE,COUNTS,id,business_id,name,address,postal_code,attributes,stars,categories
173,Filistix,53.5386962890625,-113.50425720214844,124377,Hudsons Canada's Pub,53.542027,-113.508,441.9,14,124377,Z3xscDO1sMReiVfg5pnn7w,Hudsons Canada's Pub,10141-109th Street,T5J 3M5,"{""WheelchairAccessible"":""True"",""RestaurantsTakeOut"":""True"",""HappyHour"":""True"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"",""BikeParking"":""True"",""RestaurantsDelivery"":""False"",""DriveThru"":""False"",""Alcohol"":""u'full_bar'"",""GoodForKids"":""False"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"",""HasTV"":""True"",""CoatCheck"":""True"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'free'"",""GoodForDancing"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"",""NoiseLevel"":""u'average'"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsGoodForGroups"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""RestaurantsAttire"":""'casual'""}",3.5,"Sports Bars, Burgers, Pubs, Nightlife, Restaurants, Salad, Bars"
173,Filistix,53.5386962890625,-113.50425720214844,24041,The Pint Public House,53.5416,-113.50794,429.5,14,24041,YVtmLzTDDEZcP7ywMqTkRw,The Pint Public House,10125 109 Street NW,T5J 3P1,"{""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'loud'"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True"",""Caters"":""False"",""Alcohol"":""u'full_bar'"",""WiFi"":""'free'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""HasTV"":""True"",""GoodForKids"":""False"",""GoodForDancing"":""True"",""RestaurantsAttire"":""u'casual'"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""DriveThru"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}",3.0,"American (New), Restaurants, Bars, Nightlife, Sports Bars, Burgers, Pubs, Canadian (New)"
173,Filistix,53.5386962890625,-113.50425720214844,15943,Cinnaholic,53.540554,-113.508,424.6,14,15943,WP_6VEuZv_HYqdJGAXIG1w,Cinnaholic,10075 109 Street NW,T5J 0J7,"{""RestaurantsGoodForGroups"":""False"",""Alcohol"":""u'none'"",""RestaurantsTableService"":""False"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""1"",""Caters"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""WiFi"":""'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3.5,"Vegan, Food, Desserts, Donuts, Restaurants, Bakeries"
173,Filistix,53.5386962890625,-113.50425720214844,135267,Denny's,53.54598,-113.507,444.5,14,135267,uib1LVQIQFu33OHvRGEsIw,Denny's,10803 104th Ave NW,T5J 4Z5,"{""GoodForKids"":""True"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Alcohol"":""u'beer_and_wine'"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'average'"",""RestaurantsGoodForGroups"":""True"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""WiFi"":""'no'"",""BikeParking"":""True"",""RestaurantsTableService"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"",""DriveThru"":""True"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",3.0,"Canadian (New), American (New), Restaurants, Diners, Breakfast & Brunch, American (Traditional)"
173,Filistix,53.5386962890625,-113.50425720214844,34114,Cora,53.540047,-113.50236,219.6,14,34114,JjR-spxq6lVpIXHPrFKy7g,Cora,10041 106th Street NW,T5J 1G3,"{""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{u'valet': False, u'garage': True, u'street': True, u'lot': None, u'validated': None}"",""Ambience"":""{u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}""}",4.0,"Restaurants, Breakfast & Brunch, Cafes, Creperies"
173,Filistix,53.5386962890625,-113.50425720214844,61653,Wayback Burgers,53.541,-113.49991,494.2,14,61653,B-IVxVZ-R0kyeqzdpeUIWg,Wayback Burgers,10412 Jasper Avenue,T5J 1Z3,"{""HasTV"":""True""}",3.5,"Burgers, Sandwiches, Restaurants, Hot Dogs"
173,Filistix,53.5386962890625,-113.50425720214844,12667,Tim Hortons,53.540604,-113.50407,87.2,14,12667,nwfUGLlKaF3D3OPS4idFtw,Tim Hortons,10665 Jasper Avenue,T5J 3S9,"{""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""Alcohol"":""u'none'"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""True"",""Caters"":""True"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'average'"",""WiFi"":""u'free'"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3.5,"Bakeries, Food, Coffee & Tea, Restaurants, Donuts, Delis, Sandwiches"
173,Filistix,53.5386962890625,-113.50425720214844,75462,P & L Chinese Restaurant,53.538692,-113.50078,386.8,14,75462,RlLtCPvjTA3bS1_4DFvBRw,P & L Chinese Restaurant,10425 100th Avenue NW,T5J 0A3,"{""RestaurantsTableService"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""2"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}",4.0,"Restaurants, Chinese"
173,Filistix,53.5386962890625,-113.50425720214844,82771,Boston Pizza,53.541252,-113.503456,144.2,14,82771,GPe-7Tvr_of8-JirusJ6hw,Boston Pizza,10620 Jasper Avenue NW,T5J 2A4,"{""Alcohol"":""u'full_bar'"",""GoodForKids"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""BikeParking"":""True"",""HasTV"":""True"",""Caters"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}",2.5,"Restaurants, Pizza, Italian"
173,Filistix,53.5386962890625,-113.50425720214844,130013,Pita Pit,53.540943,-113.50264,205.6,14,130013,g23PhLF2TMMQVLqnDUQFRw,Pita Pit,10544 Jasper Avenue,T5J 1Z7,"{""RestaurantsPriceRange2"":""1"",""NoiseLevel"":""u'average'"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""Caters"":""True"",""HasTV"":""False"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True""}",3.5,"Juice Bars & Smoothies, Sandwiches, Restaurants, Fast Food, Food"
173,Filistix,53.5386962890625,-113.50425720214844,27962,Subway,53.541153,-113.50135,341.1,14,27962,VtGfTOQvs2n0L18JHGNkgQ,Subway,"Liberty Bldg, 10506 Jasper Ave NW, Unit 1",T5J 2W9,"{""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""WiFi"":""u'free'""}",2.0,"Fast Food, Sandwiches, Restaurants"
335,Big Al's House Of Blues,53.570472717285156,-113.53629302978516,11974,Royal Pizza,53.570114,-113.533844,272.8,5,11974,ucstfRFy5O7kVzIxFl3jCQ,Royal Pizza,12225 118 Avenue NW,T5L 2J9,"{""HasTV"":""True"",""OutdoorSeating"":""False"",""WiFi"":""u'paid'"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""Caters"":""False"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HappyHour"":""True""}",3.0,"Pizza, Restaurants"
335,Big Al's House Of Blues,53.570472717285156,-113.53629302978516,149229,Burger Baron,53.57004,-113.5371,91.9,5,149229,SrZubySrYelS0mkkOo4ZXQ,Burger Baron,12425 118 Avenue NW,T5L 2K3,"{""RestaurantsPriceRange2"":""1"",""GoodForKids"":""True"",""OutdoorSeating"":""True"",""Caters"":""True"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"",""Alcohol"":""u'none'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""NoiseLevel"":""u'average'"",""WheelchairAccessible"":""True"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""DogsAllowed"":""False"",""RestaurantsTableService"":""False""}",4.0,"Restaurants, Burgers, American (Traditional)"
335,Big Al's House Of Blues,53.570472717285156,-113.53629302978516,471,McDonald's,53.570705,-113.535484,90.5,5,471,ZznSNkRERGH8l-wSFJKsEA,McDonald's,12350 118th Avenue,T5L 5G8,"{""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""DriveThru"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""BusinessAcceptsCreditCards"":""True""}",1.5,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants"
335,Big Al's House Of Blues,53.570472717285156,-113.53629302978516,128918,Roadrunner Pizza & Donair,53.56513,-113.53544,255.6,5,128918,7JCjanZMnRu2khh4FzAZIQ,Roadrunner Pizza & Donair,12311 115 Avenue NW,T5M 2Z7,"{""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""GoodForKids"":""False"",""NoiseLevel"":""'very_loud'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""'none'"",""Caters"":""False"",""BikeParking"":""False"",""RestaurantsAttire"":""'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""False"",""WiFi"":""'no'"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False""}",3.0,"Food, Restaurants, Donairs, Pizza"
431,Mucho Burrito,53.46732711791992,-113.49449920654297,101969,Buffet Royale Carvery,53.465492,-113.49297,188.2,21,101969,VPiDv0WcM7SwF_gtegtbZw,Buffet Royale Carvery,3318 Gateway Boulevard NW,T6J 6V1,"{""WiFi"":""u'no'"",""Caters"":""True"",""RestaurantsPriceRange2"":""2"",""HasTV"":""True"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""BikeParking"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"",""OutdoorSeating"":""False"",""Alcohol"":""u'full_bar'"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""True""}",2.0,"Seafood, Restaurants, Buffets"
431,Mucho Burrito,53.46732711791992,-113.49449920654297,10175,Fatburger,53.46659,-113.4928,192.0,21,10175,eR69Vn010TTluvM_JvYtww,Fatburger,3376 Gateway Boulevard,T6J 6V1,"{""BikeParking"":""True"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""WiFi"":""u'no'"",""RestaurantsAttire"":""u'casual'"",""Caters"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""'none'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}",3.0,"Restaurants, Burgers, Fast Food, Food"
431,Mucho Burrito,53.46732711791992,-113.49449920654297,11842,Tim Hortons,53.46376,-113.49316,217.5,21,11842,MBtoji84lhvTCRTjfLwTDw,Tim Hortons,10310 31ST Avenue NW,T6J 6V1,"{""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""'average'"",""Alcohol"":""'none'"",""GoodForKids"":""True"",""Caters"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""RestaurantsDelivery"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}",2.5,"Delis, Sandwiches, Food, Restaurants, Coffee & Tea"
431,Mucho Burrito,53.46732711791992,-113.49449920654297,116991,Press'd The Sandwich,53.466656,-113.49268,204.1,21,116991,Al2GstQzXGAR6eZAA3VWyA,Press'd The Sandwich,3384 Gateway Boulevard NW,T6J 5H2,"{""Alcohol"":""u'none'"",""Caters"":""True"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""WiFi"":""'no'"",""NoiseLevel"":""'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}",3.0,"Restaurants, Sandwiches, Event Planning & Services, Soup, Caterers, Fast Food"
